Specie	TAB007	TAB008	TAB009	TAB010	APW023	APO164	APO165	APO166	APO167	APP365	APP366	APP373	APP374	APP375	APP376	APP377	APP378	APP1211	APP1212	APP1223	APP1224	APP1235	APP1236	APP1307	APP1308	APP1319	APP1320	APP1331	APP1332	APP1355	APP1356	APP1367	APP1368	APP1379	APP1380	APP1391	APP1392	APP1417	APP1418	APP1419	APP1420	APP1421	APP1422	APP1423	APP1424	APP1425	APP1426	APP1439	APP1440	APP1499	APP1500	APP1511	APP1512	APP1522	APP1523	APP1524	APP1534
d__Viruses;-__Retro_transcribing_viruses;f__Hepadnaviridae;g__Orthohepadnavirus;s__Hepatitis_B_virus	5.0	3.0	3.0	3.0	0.0	42.0	2.004	1.0	4.0	0.0	97.0	0.0	0.0	14.0	9.0	8.0	4.0	94.0	1.0	1.0	4.0	16.0	1.0	4.0	4.0	2.0	5.0	0.0	0.0	1.0	0.0	2.007	7.0	7.0	17.0	0.0	8.0	15.003	0.0	107.0	9.0	50.0	3.0	16.0	59.0	5.01	1.0	35.0	0.0	6.0	4.0	67.0	0.0	3.0	4.004	5.0	1.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Deltaretrovirus;-__unclassified_Deltaretrovirus;s__Human_T_lymphotropic_virus_4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Deltaretrovirus;s__Primate_T_lymphotropic_virus_1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Deltaretrovirus;s__Primate_T_lymphotropic_virus_2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Deltaretrovirus;s__Primate_T_lymphotropic_virus_3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Gammaretrovirus;-__Mammalian_gammaretrovirus_group;-__Replication_competent_viruses;s__Murine_leukemia_virus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.002	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.002	0.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Gammaretrovirus;-__Mammalian_gammaretrovirus_group;-__Replication_competent_viruses;s__Porcine_type_C_oncovirus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.002	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.002	0.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Gammaretrovirus;-__unclassified_Gammaretrovirus;s__Murine_leukemia_related_retroviruses	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Lentivirus;-__Primate_lentivirus_group;s__Human_immunodeficiency_virus_1	3.0	0.0	1.0	0.0	0.0	11.0	0.0	0.0	0.002	0.0	0.006	1.002	3.002	7.0	0.007	2.006	0.0	2.0	0.0	0.0	0.004	2.004	0.0	4.005	1.0	34.0	0.0	0.0	0.0	0.0	0.0	20.004	5.007	9.009	2.0	2.005	3.004	1.0	0.002	1.0	1.004	0.0	5.0	4.0	0.0	1.008	0.0	0.0	3.003	3.0	0.007	5.0	0.001	0.0	0.0	4.002	0.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Lentivirus;-__Primate_lentivirus_group;s__Human_immunodeficiency_virus_2	0.0	0.0	0.003	0.003	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.002	0.002	34.0	2.0	2.0	2.0	3.0	2.0	1.0	0.0	1.004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.004	0.006	0.0	0.0	0.0	1.0	73.0	2.002	0.0	2.004	0.0	3.0	93.0	1.0	2.009	0.0	0.0	0.003	1.0	1.006	1.0	0.001	0.0	0.0	1.002	1.0
