Specie	TAB007	TAB008	TAB009	TAB010	APW023	APO164	APO165	APO166	APO167	APP365	APP366	APP373	APP374	APP375	APP376	APP377	APP378	APP1211	APP1212	APP1223	APP1224	APP1235	APP1236	APP1307	APP1308	APP1319	APP1320	APP1331	APP1332	APP1355	APP1356	APP1367	APP1368	APP1379	APP1380	APP1391	APP1392	APP1417	APP1418	APP1419	APP1420	APP1421	APP1422	APP1423	APP1424	APP1425	APP1426	APP1439	APP1440	APP1499	APP1500	APP1511	APP1512	APP1522	APP1523	APP1524	APP1534
d__Viruses;-__Retro_transcribing_viruses;f__Hepadnaviridae;g__Orthohepadnavirus;s__Hepatitis_B_virus	0.9999745631915573	0.9998600589742294	0.9999999988404652	0.9999999995047861	0.0	6.337533333239672e-07	0.9998822434091433	0.9996713820168623	0.7066872800965677	0.0	3.1417329560736047e-23	0.9999986502591544	0.0	0.9999673910230006	0.9999992795640916	0.9999985009668455	0.9781654558116114	4.8905739425239246e-06	0.999012679846968	0.9922610578082229	0.9999108394171864	0.9084015520087052	0.5161145445775179	0.9999991883581855	0.9891853075593713	0.9998864093778511	0.6489547223053234	0.9999991005710381	0.9860779445114182	0.999021131133235	0.9999997561149556	0.9999999994566202	0.9999999214371171	0.9999999525557121	0.7865689633515223	0.999999550834043	0.9969116435932904	0.999999984095162	0.9998351048480323	6.383992028062332e-13	0.9999999988123502	5.149974088458447e-07	0.9997299312493276	0.9999999771067095	2.2625952786677638e-07	0.9999288910190407	0.9995089128162747	1.3417295045629343e-24	0.9999999999999998	0.9169316278465269	0.9951427273106666	1.2358348774472479e-11	0.9963363004920452	0.20903809957588304	0.9579767597233008	0.9999999999637387	0.9999870162722606
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Deltaretrovirus;-__unclassified_Deltaretrovirus;s__Human_T_lymphotropic_virus_4	0.8726184774018881	0.9459022161779654	0.9867415591270977	0.9978496645563668	0.0	0.3895891053168572	0.0	0.0	0.4684370819943666	0.0	0.0	0.12932240621620647	0.0	0.7491577985776072	0.0	0.9720533300155089	0.0	0.8253415322437812	0.9525961062187259	0.0	0.0	0.9906008807744529	0.0	0.6147300004148579	0.0	0.0	0.0	0.9043956416083717	0.0	0.0	0.952071430045276	0.9972004992204946	0.9924595506099417	0.6391273591452689	0.9913931641523803	0.9760433649042746	0.9301967669792144	0.6372344664513425	0.613823131026106	0.9487658154031791	0.6578249838954187	0.0	0.8104310541962166	0.4235737037447955	0.0	0.9795246776385161	0.0	0.0	0.008604709112734484	0.8975655940067038	0.9295452319196829	0.8841084487188549	0.0024972440290672057	0.3345381364731139	0.9775744507362574	0.4341262179517045	0.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Deltaretrovirus;s__Primate_T_lymphotropic_virus_1	0.7509042875369077	0.9592989090460531	0.9922344252045634	0.9908081569513939	0.0	0.6753146836460002	0.9850677871599521	0.0	0.5171248279376054	0.0	0.0	0.179156125322945	0.0	0.6522450977428896	0.9993773790050839	0.983528480745021	0.9809866096680965	0.7177931237490491	0.0	0.0	0.0	0.9940383060077618	0.0	0.7009536958052841	0.9475448404558895	0.0	0.2763470464628929	0.9869259631178988	0.0	0.0	0.9643637838561675	0.993070472184429	0.9456886600398656	0.4575766181135462	0.9945875297355993	0.9833526504667545	0.8808580234541292	0.6570043473272786	0.6753146836460002	0.9708066473718941	0.6462092234536183	0.0	0.8490884323138603	0.32768099035511616	0.0	0.9525308751796033	0.0	0.0	4.6686137049109217e-05	0.9179802033352432	0.9456088149465369	0.917937165257734	0.0005833772107595775	0.3604573325326217	0.9845166660648937	0.08740522142476106	0.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Deltaretrovirus;s__Primate_T_lymphotropic_virus_2	0.8746497187110441	0.7898593276060403	0.987149678753333	0.9850292306922963	0.0	0.6176470690777607	0.0	0.0	0.47138077816015606	0.0	0.0	0.13203835112041068	0.0	0.7552140253948094	0.0	0.9239281060930103	0.0	0.7310972833098505	0.0	0.0	0.0	0.990849125621279	0.0	0.7686176467637038	0.0	0.0	0.0	0.9812079471915253	0.0	0.0	0.9528992809439727	0.9973137020285866	0.9927183662374331	0.4995686010902041	0.9916247144384189	0.9765506046358122	0.9318448731384817	0.97423142836705	0.6176470690777607	0.8937323263246237	0.8689457594505298	0.0	0.812929292066887	0.22578582949232281	0.0	0.9800983896620177	0.0	0.0	0.0017619444234123162	0.0	0.930609018448011	0.886399964210931	0.0003704911958880484	0.33609068196903125	0.9780575851558131	0.9505234453822968	0.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Deltaretrovirus;s__Primate_T_lymphotropic_virus_3	0.8973640351541663	0.9567216826901003	0.9652962570982161	0.960036041104424	0.0	0.6626872695312476	0.0	0.0	0.2413075962046997	0.0	0.0	0.16777800314890381	0.0	0.8216230918737286	0.0	0.9815182929239598	0.0	0.6958040038841729	0.96245807203417	0.0	0.0	0.9934229281413751	0.0	0.6835116577571292	0.0	0.0	0.0	0.9857920209458758	0.0	0.0	0.9620105748777122	0.973641734332512	0.9952770272153498	0.575358784451427	0.9940177660890404	0.9092263881305125	0.949426623459332	0.9669084841690325	0.9674341230667678	0.9251827668661676	0.9076286689044886	0.0	0.8414096699389035	0.21450958594573158	0.0	0.9860111406603442	0.9198561606391638	0.0	0.1017817610926093	0.0	0.9424854195384793	0.9115074959851616	0.0005278020449361247	0.3549513564570447	0.9832282491567179	0.0	0.0
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Gammaretrovirus;-__Mammalian_gammaretrovirus_group;-__Replication_competent_viruses;s__Murine_leukemia_virus	0.8871585196619313	0.26051147091035687	0.895820162481431	0.8866116826423838	0.42620417033519187	0.3036932841599176	0.20451681954285517	0.09115765719764343	0.6185315717355725	0.0	0.8449610228318541	0.11466018349617757	0.0	0.4376895880425013	0.055141011544996364	0.0	0.07053658498502263	0.7678009895479371	0.8433648914347476	0.0	0.8886588507020496	0.3142059456847908	0.0	0.7461129777208215	0.48458723931187697	0.0	0.0	0.6914010645759087	0.0	0.0	0.0	0.06128412940421438	0.9240775830441696	0.9905147255849521	0.944489415548518	0.8965611252625665	0.28219282045967936	0.006834320509127865	0.5749386920376034	0.011246303669166291	0.000514880447036094	0.0	0.8454474989532654	0.3590437799914253	0.8060286097269511	0.8672814817070569	0.0	0.0	0.0	0.0	0.0	0.013933218806478622	0.0	0.21934685714125082	0.670430314770389	1.0373011605914885e-07	0.7580007333268701
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Gammaretrovirus;-__Mammalian_gammaretrovirus_group;-__Replication_competent_viruses;s__Porcine_type_C_oncovirus	0.7956829392286922	0.1396862706624169	0.30558922268843003	0.2883202355269227	0.3325746265777874	0.16721822998422536	0.816447301697019	0.1812211193573763	0.5041511783930461	0.0	0.9116073246184501	0.11746613188201983	0.0	0.2791430353033612	0.17916965550060668	0.9565955453021702	0.023030078044006155	0.5010476283979675	0.7405996841766096	0.0	0.7976639010859494	0.6107892087576565	0.0	0.9415764783084435	0.3323745452613313	0.0	0.0	0.8260241994340562	0.0	0.0	0.0	0.15154395105840696	0.5942157298662115	0.8517981397377126	0.0	0.8082208264034536	0.11933942279909435	0.0008588211714571121	0.0	0.002941115089488562	0.0006306098998184302	0.0	0.0	0.027799495650797954	0.6476634657011605	0.9236256758656688	0.0	0.0	0.0	0.0	0.0	0.07862905284240604	0.0	0.164932289065067	0.49995417878321635	8.919394067690367e-10	0.6439701198847128
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Gammaretrovirus;-__unclassified_Gammaretrovirus;s__Murine_leukemia_related_retroviruses	0.7705798508485153	0.11882663682192601	0.7306579350989312	0.7163035764403958	0.3125897397483772	0.1430227476653141	0.4650921822232442	0.03580573645021425	0.0	0.0	0.8944894077916	0.09594742939759758	0.0	0.22202428424641232	0.2975063495693326	0.0	0.017296864974698265	0.2688448323676366	0.7137582691059825	0.0	0.7726426220616384	0.2990454922837811	0.0	0.9281230624397494	0.30083563279129755	0.0	0.0	0.48117392649763996	0.0	0.0	0.0	0.8434550829973785	0.7783420255079375	0.8209237167512371	0.0	0.7836607746945272	0.21943740615788446	0.00012910574849210954	0.0	0.001657981470704408	2.3272588790373072e-05	0.0	0.0	0.04163868698378544	0.6068257020332284	0.6876551029076883	0.0	0.0	0.0	0.0	0.0	0.061224121888449695	0.0	0.15387672236144742	0.46065505035767057	1.3613885307604004e-08	0.6161032926173966
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Lentivirus;-__Primate_lentivirus_group;s__Human_immunodeficiency_virus_1	0.8575257291673777	0.9677554672876683	0.8875834193427308	0.8915259035239166	0.7606392481459886	0.05693056823398449	0.9831501287785249	0.6523223881358962	0.17959800042111423	0.0	0.9999999660499482	0.8611945501478577	0.023351249268161737	0.3247673026172735	0.5037919842699101	0.8029092516523004	0.9111297753003287	0.9095531424978948	0.6429314891371807	0.9898954158616385	0.9690492523307472	0.14141551517123035	0.0	0.38753189840307894	0.9379089804919272	0.0009629582113072246	0.9061166591408167	0.9599859962425605	0.877952950646649	0.9987539645335702	0.4390445215722759	0.0039840984603552055	0.08468180883021298	0.33681454886112966	0.6580673250168028	0.6141246372748466	0.5086314868111582	0.06319701681519607	0.02181230340329562	0.999896690356026	0.6200896221446897	0.9788009701758217	0.8832686342194244	8.243363325951882e-12	0.9995891842104868	0.9968408566839576	0.9917774852329846	0.9202158488351699	0.0007650773668295494	0.7363471498913342	0.4182822928663818	1.7480713243482671e-06	0.015397669166371681	0.0	0.9070293565379893	0.40355706262503344	0.3301713895947743
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Lentivirus;-__Primate_lentivirus_group;s__Human_immunodeficiency_virus_2	0.9342599590800016	0.8105670135133987	0.33772937317431684	0.29172319182801415	0.06731521035925163	0.6676325427409258	0.9995521355569067	0.9144476082732245	0.37819585605306283	0.0	0.9999716280779845	0.17378462889188273	0.019390469074083382	0.4217034050734981	0.2872033236955013	0.7135996572524983	0.9366867049355145	0.8427250008785975	0.48661389554320755	0.9962336432902337	0.988830988239274	0.023623336671174992	0.0	0.28536515644444804	0.8486881178845685	0.9304662490429539	0.951150156814688	0.9853132448951898	0.9260249176456217	0.706124428944251	0.09935264071095674	0.00217228752393731	0.42945628459379886	0.9818042901778905	0.8809892484088087	0.8285608696358504	0.4679318741640038	1.019949189189215e-06	1.1951864990655964e-06	0.999873794922839	0.04993564067809277	0.9999940776433126	0.9650648147071211	1.4975190667672113e-18	0.9955287970190574	0.9977798053468563	0.9788222440244917	0.901422292323597	1.4169589957588362e-07	0.9751274481093158	0.21321002351948823	0.8141753643559111	0.0007031533532880868	0.0	0.9099535591903585	0.13644143791816998	0.11841779054039524
