Specie	TAB007	TAB008	TAB009	TAB010	APW023	APO164	APO165	APO166	APO167	APP365	APP366	APP373	APP374	APP375	APP376	APP377	APP378	APP1211	APP1212	APP1223	APP1224	APP1235	APP1236	APP1307	APP1308	APP1319	APP1320	APP1331	APP1332	APP1355	APP1356	APP1367	APP1368	APP1379	APP1380	APP1391	APP1392	APP1417	APP1418	APP1419	APP1420	APP1421	APP1422	APP1423	APP1424	APP1425	APP1426	APP1439	APP1440	APP1499	APP1500	APP1511	APP1512	APP1522	APP1523	APP1524	APP1534
d__Viruses;-__Retro_transcribing_viruses;f__Hepadnaviridae;g__Orthohepadnavirus;s__Hepatitis_B_virus	0.9999996737974807	0.999991143364365	0.9999999999975546	0.9999999995994879		0.00022751744666330424	0.972885262674969	0.9999253562204216	0.9992117774939538		1.143590796010792e-20	0.9999999847682457		0.9999999999999999	0.9999999997231025	0.9999999999994319	0.9999962093267526	9.986027182519503e-07	1.0	0.9919720114051845	0.9999999450378932	0.9999998818939186	0.5174074356690356	0.9999999999999625	0.9999999904101166	1.0	0.6351940338404346	0.9999969044702766	0.9916500922361637	0.9982271890950623	0.9999945274238509	0.9999999999999968	0.9999999998598762	0.9999999999997964	0.901314773593961	1.0	0.9999999999999913	1.0	0.999999743991903	2.7769794198140132e-11	0.9999999999999999	5.7609933092999057e-05	0.9999977540173408	1.0	7.281442987712621e-06	0.9999999994328687	0.9998764854910286	2.267522862711359e-22		0.9992999617993933	0.9957960224157587	4.016463351703556e-09	0.9907709589565893	0.5806613877107862	0.999999487708379	0.9999999807564661	0.9999827643855388
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Deltaretrovirus;-__unclassified_Deltaretrovirus;s__Human_T_lymphotropic_virus_4	0.9999996737974807	0.999991143364365	0.9999999999975546	0.9999999995994879		0.9999839427893776			0.9992117774939538			0.9999999847682457		0.9999999999999999		0.9999999999994319		0.9999999999999999	1.0					0.8610188877949122				0.9999969044702766			0.9959277059821638	0.9999999999999968		0.8266872773151498	0.9999999830850764	1.0	0.9999999999999913	1.0		0.9999998227075264			0.9999977540173408	1.0		0.9999999994328687			0.9999999999999999		0.9957960224157587	0.9999999999999984		0.6842032433221313	0.999999487708379	0.9999999807564661	
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Deltaretrovirus;s__Primate_T_lymphotropic_virus_1	0.9999996737974807	0.999991143364365	0.9999999999975546	0.9999999995994879		0.9999839427893776	0.972885262674969		0.9992117774939538			0.9999999847682457		0.8316993667076723	0.9999999997231025	0.9999999999994319		0.9727199699406048						0.9130592603980227	0.9904810655893234		0.6351940338404346	0.9999969044702766			0.9959277059821638	0.9999999999999968	0.9999999998598762	0.7263958203122952	0.9999999830850764	1.0	0.9987323156869499	1.0		0.9999998227075264			0.9999977540173408	1.0		0.9999999994328687			0.9999999999999999		0.9957960224157587	0.9999999999999984		0.6842032433221313	0.999999487708379	0.9999999807564661	
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Deltaretrovirus;s__Primate_T_lymphotropic_virus_2	0.9999996737974807	0.9985293019913857	0.9999999999975546	0.9999999995994879		0.9999839427893776			0.9992117774939538			0.9999999847682457		0.9999999999999999		0.9999999999994319		0.9999999999999999						0.9868886147254742				0.9999969044702766			0.9959277059821638	0.9999999999999968		0.7263958203122952	0.9999999830850764	1.0	0.9999999999999913	1.0		0.9999998227075264			0.9999977540173408	1.0		0.9999999994328687			0.9999999999999999		0.9957960224157587	0.9999999999999984		0.6842032433221313	0.999999487708379	0.9999999807564661	
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Deltaretrovirus;s__Primate_T_lymphotropic_virus_3	0.9999996737974807	0.999991143364365	0.9999999999975546	0.9999999995994879		0.9999839427893776			0.9992117774939538			0.9999999847682457		0.9999999999999999		0.9999999999994319		0.9999999999999999	1.0					0.8996504210301908				0.9999969044702766			0.9959277059821638	0.9999999999999968		0.790296025183253	0.9999999830850764	1.0	0.9999999999999913	1.0		0.9999998227075264			0.9999977540173408	1.0		0.9999999994328687			0.9999999999999999		0.9957960224157587	0.9999999999999984		0.6842032433221313	0.999999487708379		
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Gammaretrovirus;-__Mammalian_gammaretrovirus_group;-__Replication_competent_viruses;s__Murine_leukemia_virus	0.9999996737974807	0.5957928995663466	0.9999999999975546	0.9999999995994879	0.7619668944240191	0.9999839427893776	0.75116210560489	0.24871496102670415	0.9992117774939538		0.9999999202451815	0.9999999847682457		0.568889224099926	0.2055395735469634		0.27334410745941773	0.9999999999999999	1.0		0.9999999450378932	0.6776876538890315		0.8908379363771379	0.735515617819775			0.9999969044702766				0.7112851250426246	0.9999999998598762	0.9999999999997964	0.9999999830850764	1.0	0.6192264366454903	1.0	0.999999743991903	0.055240753549851605	0.003262166888415438		0.9999977540173408	1.0	0.999999989388973	0.9999999994328687						0.7710467473109517		0.5806613877107862	0.999999487708379	8.754533483690156e-06	0.917187651030694
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Gammaretrovirus;-__Mammalian_gammaretrovirus_group;-__Replication_competent_viruses;s__Porcine_type_C_oncovirus	0.9999996737974807	0.41598314678243437	0.9409508638580207	0.9172528422323435	0.7619668944240191	0.869171675977349	0.8916276292935054	0.47795094445366676	0.9992117774939538			0.9999999847682457		0.4355287241211852	0.296934674481725	0.9999999999994319	0.08856639900732234	0.9404312113941435	0.9943291644487929		0.9789730617620782	0.9999998818939186		0.9999999999999625	0.735515617819775			0.9999969044702766				0.7962322635586903	0.9978387690371165	0.9999999999997964		1.0	0.533369775161427	1.0		0.02081421105865554	0.004185745292411259			0.6420623564577849	0.999999989388973	0.9999999994328687						0.8519457955205939		0.5622691672672738	0.999999487708379	1.2873658771033097e-07	0.9094545013472128
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Gammaretrovirus;-__unclassified_Gammaretrovirus;s__Murine_leukemia_related_retroviruses	0.9999996737974807	0.36644774216395365	0.9999999999975546	0.9999999995994879	0.7619668944240191	0.8220708215973278	0.8691624812524644	0.11168596022911423				0.9999999847682457		0.37333807987030265	0.45328231878068054		0.07333121814784226	0.6713192872298693	0.991142270321204		0.9789730617620782	0.6776876538890315		0.9999999999999625	0.735515617819775			0.9999969044702766					0.9978387690371165	0.9999999999997964		1.0	0.5500205428631701	1.0		0.012040897739826374	0.00026939620372724404			0.5782668839077043	0.999999989388973	0.9999999994328687						0.7710467473109517		0.5483260357138736	0.999999487708379	1.4384520815784197e-06	0.9034864396188043
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Lentivirus;-__Primate_lentivirus_group;s__Human_immunodeficiency_virus_1	0.9999996737974807	0.9985293019913857	0.9999999999975546	0.9999999995994879	0.893483984880921	0.584174935248933	0.972885262674969	0.9734498842998353	0.9897554899134704		0.9999999202451815	0.9999999847682457	0.16138441773552592	0.9999999999999999	0.6419241754688458	0.9999999999994319	0.9999962093267526	0.9999999999999999	0.991142270321204	0.9905008209030758	0.9999999450378932	0.4238176317046132		0.641910810770846	0.9999999904101166	0.07553784848810377	0.8057867821069212	0.9999969044702766	0.9856996043297446	0.9982271890950623	0.513605551274643	0.05203008537851249	0.2357501777811355	0.6725923015248886	0.9999999830850764	1.0	0.8205305155789496	1.0	0.03682479633436895	0.9999998227075264	0.9999999999999999	1.0	0.9999977540173408	1.0	0.999999989388973	0.9999999994328687	0.9998764854910286	0.6736158306519857	0.9999999999999999	0.9992999617993933	0.9957960224157587	0.9588475708069737	0.16167552624690265		0.999999487708379	0.9999999807564661	0.6940382949337046
d__Viruses;-__Retro_transcribing_viruses;f__Retroviridae;-__Orthoretrovirinae;g__Lentivirus;-__Primate_lentivirus_group;s__Human_immunodeficiency_virus_2	0.9999996737974807	0.9985293019913857	0.9475073999301634	0.9999999995994879	0.5605956157696507	0.9999839427893776	0.9891947115572367	0.9734498842998353	0.9992117774939538		0.9999999202451815	0.8660462754633618	0.16138441773552592	0.47029505277999434	0.38193818452975725	0.9999999999994319	0.9999962093267526	0.8500013608362221	0.7166776634253456	0.9982138626645052	0.9999999450378932	0.13026631348063844		0.641910810770846	0.9944976739724325		0.9048227970213283	0.9999969044702766	0.9340512845170557	0.8474830174732475	0.13217404996092355	0.04795169806258108	0.7870100385871578	0.9999999999997964	0.9999999830850764	1.0	0.819341525428742	1.6874887459697314e-05	6.713443183652723e-06	0.9999998227075264	0.0861355617701189	1.0	0.9999977540173408	6.229679317751599e-16	0.999999989388973	0.9999999994328687	0.9998764854910286	0.779436640466047	0.9290297586732781	0.9992999617993933	0.9957960224157587	0.9999999999999984	0.05177506425714537		0.999999487708379	0.4697919642481245	0.3186408437595283
